Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
17.0,1,1,10.0,4,1,4.0,5,5,2,0,5,0,15.0,2.0,2.0,8.0,291.97,0
23.0,1,1,11.0,3,1,3.0,5,5,3,0,4,0,15.0,1.0,2.0,1.0,291.97,0
10.0,0,1,10.0,1,1,3.0,4,4,4,0,3,0,13.0,2.0,2.0,8.0,161.92,0
22.0,1,1,9.0,1,1,4.0,2,4,4,2,7,0,12.0,1.0,2.0,1.0,150.59,0
1.0,1,1,11.0,4,1,4.0,4,4,3,1,3,0,12.0,2.0,2.0,4.0,150.17,0
3.0,1,1,14.0,4,1,3.0,4,2,2,1,3,1,12.0,1.0,2.0,1.0,191.23,0
22.0,1,1,7.0,4,1,4.0,5,5,2,2,8,0,15.0,2.0,2.0,1.0,291.97,0
3.0,1,1,7.0,4,0,3.0,5,1,2,1,5,0,15.0,1.0,2.0,8.0,286.24,0
8.0,1,1,27.0,1,0,3.0,2,4,3,0,2,0,18.0,2.0,2.0,1.0,150.85,0
18.0,1,3,12.0,5,1,3.0,4,5,4,0,9,0,15.0,2.0,4.0,11.0,291.97,0
7.0,1,3,17.0,5,1,3.0,2,0,3,1,2,1,15.0,2.0,2.0,9.0,208.8,0
1.0,1,1,32.0,4,0,3.0,2,4,2,2,3,1,13.0,2.0,2.0,2.0,154.94,0
1.0,2,1,7.0,4,1,3.0,4,4,3,0,3,0,23.0,1.0,2.0,2.0,137.23,0
1.0,0,3,31.0,4,1,4.0,5,4,2,2,3,1,15.0,2.0,2.0,1.0,136.18,1
1.0,1,1,11.0,4,1,3.0,4,4,2,2,3,1,21.0,1.0,3.0,3.0,153.75,0
9.0,1,3,9.0,5,0,4.0,5,5,4,2,4,1,15.0,1.0,2.0,11.0,291.97,1
27.0,0,1,15.0,3,1,3.0,5,1,4,1,3,1,16.0,4.0,9.0,1.0,260.77,0
1.0,0,1,17.0,4,0,3.0,5,4,3,2,3,0,21.0,3.0,3.0,3.0,151.25,1
20.0,1,3,11.0,5,0,3.0,5,5,4,0,4,0,15.0,2.0,2.0,9.0,291.97,0
8.0,1,3,9.0,5,0,3.0,4,2,5,2,2,1,13.0,2.0,2.0,3.0,170.38,0
25.0,0,3,16.0,4,1,3.0,4,5,4,1,6,1,23.0,3.0,9.0,11.0,291.97,0
27.0,1,1,25.0,3,1,4.0,4,0,2,2,8,0,13.0,2.0,6.0,3.0,230.12,0
8.0,0,1,26.0,3,0,3.0,4,2,4,1,6,0,14.0,4.0,6.0,11.0,169.44,0
2.0,0,1,7.0,3,1,3.0,4,4,3,2,2,1,12.0,1.0,2.0,3.0,146.54,0
18.0,1,1,11.0,4,1,4.0,2,5,5,1,3,0,15.0,2.0,9.0,11.0,291.97,0
8.0,0,2,18.0,4,1,3.0,5,2,4,0,6,0,12.0,1.0,2.0,9.0,169.9,0
9.0,1,1,13.0,4,1,4.0,4,4,3,0,2,1,15.0,2.0,3.0,3.0,160.06,0
16.0,2,1,14.0,3,0,4.0,2,2,4,0,8,1,17.0,1.0,2.0,1.0,148.72,0
17.0,1,3,11.0,5,0,3.0,5,0,2,2,5,0,15.0,6.0,9.0,3.0,227.31,0
10.0,1,1,9.0,4,0,3.0,4,2,4,2,10,1,12.0,5.0,6.0,11.0,179.1,0
8.0,1,1,22.0,3,0,4.0,4,0,2,0,3,0,12.0,1.0,2.0,6.0,204.78,1
2.0,0,1,9.0,4,1,3.0,5,4,2,0,3,1,13.0,3.0,3.0,3.0,163.67,0
25.0,0,1,13.0,3,0,3.0,5,4,3,2,2,0,15.0,6.0,8.0,8.0,153.38,0
4.0,0,1,16.0,3,0,4.0,4,2,3,2,9,1,19.0,2.0,2.0,8.0,171.95,0
1.0,1,1,14.0,1,0,3.0,4,4,3,1,5,1,14.0,2.0,8.0,8.0,158.39,1
2.0,2,1,7.0,1,1,3.0,4,4,5,2,4,0,12.0,1.0,2.0,3.0,145.8,0
1.0,2,1,7.0,3,0,3.0,4,4,4,2,3,0,19.0,2.0,3.0,2.0,145.96,0
6.0,1,3,15.0,3,1,3.0,2,2,2,0,3,0,16.0,1.0,2.0,9.0,187.09,0
19.0,0,1,32.0,3,0,3.0,4,5,4,2,5,0,15.0,2.0,2.0,1.0,291.97,0
13.0,1,1,20.0,3,0,4.0,5,1,4,1,8,1,15.0,6.0,9.0,3.0,291.97,0
27.0,2,1,30.0,4,1,3.0,4,4,3,1,3,0,13.0,3.0,3.0,3.0,148.72,0
1.0,1,1,14.0,4,1,4.0,4,2,3,0,3,0,19.0,2.0,2.0,2.0,173.83,1
3.0,1,1,30.0,3,1,4.0,4,4,5,2,2,0,14.0,1.0,2.0,4.0,164.04,1
4.0,1,1,13.0,1,0,3.0,5,2,2,0,2,0,13.0,6.0,7.0,8.0,171.27,0
10.0,1,1,17.0,2,0,4.0,4,0,3,0,5,0,13.0,1.0,2.0,8.0,195.94,0
20.0,1,2,7.0,4,0,3.0,4,4,5,2,8,0,13.0,4.0,6.0,8.0,159.23,0
2.0,0,1,7.0,4,0,3.0,5,2,2,0,2,0,12.0,6.0,8.0,6.0,191.74,0
24.0,1,1,32.0,4,0,3.0,4,1,5,0,6,1,15.0,1.0,2.0,3.0,291.97,0
4.0,1,3,32.0,5,1,3.0,5,0,4,2,4,1,13.0,1.0,2.0,3.0,215.94,1
16.0,1,3,12.0,4,1,4.0,4,0,4,2,10,1,20.0,6.0,8.0,3.0,209.46,1
4.0,1,1,24.0,3,0,4.0,4,0,5,0,3,1,23.0,1.0,2.0,9.0,244.16000000000003,0
13.0,1,1,25.0,4,1,3.0,4,2,3,2,2,0,12.0,1.0,2.0,8.0,170.34,0
5.0,0,3,9.0,4,0,3.0,4,0,3,1,3,1,20.0,4.0,9.0,3.0,223.52,0
15.0,0,3,17.0,3,1,3.0,5,2,4,2,3,0,14.0,4.0,9.0,10.0,186.51,0
1.0,0,3,7.0,4,0,3.0,4,4,4,2,3,1,12.0,2.0,3.0,3.0,148.02,1
8.0,2,1,10.0,4,1,3.0,4,4,5,0,6,0,13.0,2.0,2.0,3.0,148.62,1
16.0,0,1,9.0,4,1,3.0,4,1,3,0,2,1,15.0,1.0,3.0,11.0,291.97,0
27.0,1,1,9.0,3,0,3.0,5,5,3,0,6,0,15.0,6.0,9.0,11.0,291.97,0
27.0,1,2,15.0,4,1,3.0,4,5,4,2,8,0,15.0,2.0,8.0,8.0,291.97,0
14.0,0,1,23.0,4,1,4.0,4,4,3,1,10,0,17.0,2.0,2.0,1.0,160.44,0
8.0,1,1,16.0,4,1,3.0,4,0,2,1,2,0,12.0,2.0,2.0,3.0,210.0,0
14.0,1,1,9.0,4,1,4.0,4,2,2,2,3,0,14.0,4.0,9.0,9.0,171.61,0
15.0,0,3,7.0,5,0,4.0,4,2,5,1,2,0,18.0,1.0,2.0,8.0,166.03,0
9.0,0,1,11.0,4,1,3.0,4,2,3,2,3,1,12.0,2.0,2.0,2.0,167.49,0
25.0,1,2,12.0,4,1,3.0,4,1,4,1,3,1,12.0,1.0,2.0,11.0,265.26,0
12.0,1,3,9.0,4,0,3.0,4,2,5,1,5,0,16.0,1.0,2.0,8.0,193.93,0
8.0,1,3,22.0,3,0,4.0,4,2,5,2,3,0,13.0,2.0,9.0,7.0,186.25,0
1.0,1,1,26.0,3,1,4.0,4,4,2,0,5,0,12.0,2.0,2.0,3.0,161.69,0
21.0,1,1,14.0,3,0,3.0,5,0,5,0,9,1,15.0,5.0,6.0,3.0,225.08,1
14.0,2,1,7.0,4,1,3.0,4,4,4,0,5,0,23.0,2.0,2.0,4.0,148.87,0
10.0,0,3,14.0,5,0,3.0,2,2,5,0,4,0,17.0,6.0,7.0,11.0,171.39,0
22.0,1,1,11.0,4,1,3.0,4,0,2,2,3,0,12.0,2.0,2.0,9.0,203.98,0
1.0,1,3,18.0,3,0,4.0,2,4,2,0,10,0,15.0,2.0,2.0,1.0,150.34,0
25.0,1,1,18.0,2,0,3.0,5,1,4,2,5,0,17.0,1.0,2.0,4.0,256.42,0
1.0,0,1,7.0,4,0,4.0,4,4,2,2,3,0,16.0,2.0,2.0,1.0,141.11,0
9.0,1,1,7.0,3,0,3.0,5,2,2,0,2,0,13.0,2.0,2.0,1.0,178.63,0
1.0,0,3,9.0,4,1,3.0,5,2,2,2,5,0,21.0,2.0,2.0,1.0,175.71,0
19.0,1,3,20.0,5,1,3.0,2,1,3,2,8,1,18.0,1.0,4.0,9.0,261.95,1
27.0,1,1,30.0,4,1,4.0,4,1,4,0,6,1,13.0,6.0,2.0,10.0,259.02,0
8.0,0,1,32.0,1,0,4.0,5,4,3,1,3,0,21.0,2.0,2.0,1.0,145.29,0
14.0,1,1,9.0,3,0,3.0,2,2,3,1,7,0,21.0,6.0,9.0,9.0,188.77,0
8.0,1,1,32.0,3,1,3.0,4,2,3,0,6,0,14.0,1.0,8.0,8.0,179.29,0
1.0,0,3,9.0,4,0,3.0,5,4,2,2,9,0,15.0,1.0,2.0,1.0,152.85,1
1.0,0,3,25.0,5,0,4.0,4,2,3,0,2,1,19.0,4.0,4.0,3.0,171.14,1
12.0,0,1,14.0,4,1,3.0,2,4,3,1,3,0,12.0,1.0,2.0,4.0,151.1,0
8.0,1,1,9.0,1,0,4.0,4,2,2,2,3,0,12.0,2.0,5.0,11.0,191.87,0
2.0,1,3,32.0,4,1,3.0,5,2,5,0,3,0,12.0,2.0,2.0,5.0,172.24,0
1.0,1,1,29.0,3,1,4.0,4,2,3,0,3,1,16.0,4.0,7.0,8.0,186.79,1
13.0,1,3,28.0,4,1,3.0,5,2,2,0,5,1,13.0,1.0,2.0,5.0,186.2,0
25.0,0,3,9.0,5,1,3.0,4,0,4,0,4,0,12.0,1.0,4.0,3.0,230.96,0
15.0,0,1,29.0,4,0,4.0,4,2,2,1,5,1,15.0,1.0,4.0,4.0,179.67,0
11.0,1,1,11.0,4,1,3.0,4,4,3,0,9,1,16.0,2.0,2.0,4.0,154.96,0
7.0,0,3,12.0,4,1,4.0,4,2,2,0,8,0,14.0,2.0,2.0,3.0,224.98,0
6.0,1,3,9.0,5,1,3.0,4,2,4,0,2,1,14.0,1.0,2.0,3.0,165.78,0
13.0,0,1,32.0,4,1,4.0,4,0,3,0,5,0,22.0,1.0,2.0,6.0,234.2,0
1.0,1,3,25.0,4,1,4.0,2,2,3,0,4,0,12.0,1.0,2.0,3.0,187.32,0
26.0,0,1,32.0,3,0,3.0,2,1,3,0,4,1,12.0,1.0,2.0,3.0,257.47,0
17.0,1,1,13.0,3,0,4.0,5,2,3,2,3,1,15.0,2.0,2.0,9.0,165.81,0
1.0,1,3,17.0,5,0,4.0,5,2,2,0,3,1,12.0,3.0,5.0,5.0,182.69,0
1.0,2,1,24.0,4,0,3.0,4,4,3,2,3,1,14.0,4.0,8.0,8.0,148.94,1
1.0,1,1,9.0,3,1,3.0,5,4,2,2,2,0,13.0,1.0,2.0,2.0,164.04,0
16.0,1,2,17.0,6,0,3.0,4,1,5,0,2,0,15.0,1.0,2.0,10.0,291.97,0
26.0,1,1,15.0,6,0,3.0,4,4,5,0,10,0,14.0,2.0,2.0,5.0,154.5,0
11.0,1,1,18.0,3,0,4.0,4,4,3,2,6,0,19.0,1.0,2.0,3.0,161.29,0
9.0,0,1,25.0,4,1,3.0,4,0,2,2,4,0,12.0,1.0,3.0,3.0,218.62,0
1.0,1,1,7.0,1,1,3.0,4,4,2,0,6,0,12.0,2.0,2.0,3.0,157.29,0
1.0,1,1,14.0,6,1,4.0,2,4,5,2,2,0,13.0,2.0,2.0,8.0,160.78,0
3.0,1,2,24.0,6,1,3.0,5,0,5,2,3,0,14.0,1.0,2.0,10.0,204.88,0
1.0,0,1,32.0,4,1,4.0,5,2,5,2,5,0,21.0,1.0,2.0,4.0,167.84,1
1.0,0,1,21.0,6,0,3.0,4,0,2,2,2,1,13.0,3.0,8.0,8.0,200.53,1
27.0,1,1,7.0,3,0,3.0,4,1,2,2,8,0,15.0,6.0,9.0,8.0,291.97,0
27.0,1,1,7.0,3,0,4.0,4,5,5,0,5,1,15.0,2.0,2.0,6.0,291.97,0
27.0,1,1,7.0,3,1,3.0,2,1,2,1,4,0,14.0,1.0,2.0,1.0,272.32,0
10.0,1,3,10.0,5,0,3.0,4,2,4,2,5,1,17.0,1.0,2.0,3.0,217.78,0
1.0,0,3,7.0,4,0,3.0,5,4,3,2,3,0,13.0,2.0,2.0,1.0,138.59,1
4.0,1,3,14.0,5,0,4.0,4,2,5,1,9,0,15.0,2.0,2.0,3.0,172.79,0
5.0,1,1,15.0,4,0,4.0,4,1,4,2,5,0,12.0,1.0,2.0,1.0,289.22,0
8.0,0,1,7.0,6,1,4.0,4,4,5,1,7,0,15.0,2.0,2.0,4.0,154.96,0
1.0,2,1,15.0,4,0,3.0,5,4,4,2,3,0,13.0,1.0,2.0,1.0,137.61,1
1.0,2,1,18.0,4,1,4.0,4,4,5,0,2,0,15.0,2.0,2.0,5.0,145.99,0
10.0,1,1,11.0,4,1,3.0,5,2,2,2,3,0,17.0,2.0,2.0,9.0,183.1,0
10.0,1,3,23.0,5,0,4.0,5,2,5,0,6,0,14.0,2.0,2.0,3.0,181.47,0
21.0,1,1,7.0,1,1,4.0,4,4,2,0,9,0,13.0,2.0,2.0,3.0,159.2,0
1.0,1,3,16.0,4,1,4.0,5,4,5,0,5,0,13.0,2.0,3.0,3.0,169.0,1
11.0,0,1,12.0,1,1,3.0,2,4,3,2,2,0,15.0,2.0,2.0,4.0,160.0,0
27.0,2,1,7.0,4,0,3.0,4,4,5,0,4,0,23.0,2.0,2.0,1.0,145.66,0
21.0,1,1,9.0,3,0,3.0,4,1,3,0,5,0,15.0,4.0,6.0,7.0,291.97,0
1.0,1,3,11.0,3,0,3.0,4,2,3,0,3,1,13.0,2.0,2.0,4.0,166.62,0
6.0,1,3,14.0,5,1,4.0,4,2,2,0,6,0,13.0,2.0,2.0,3.0,217.04,0
8.0,1,1,7.0,4,0,3.0,5,4,4,0,7,0,18.0,2.0,2.0,3.0,157.94,0
15.0,2,1,12.0,3,1,3.0,2,4,3,0,4,1,13.0,2.0,2.0,4.0,146.27,0
14.0,0,1,16.0,6,1,3.0,4,2,3,1,5,0,12.0,2.0,2.0,8.0,164.75,0
5.0,1,3,15.0,4,1,3.0,4,0,2,1,3,0,19.0,3.0,2.0,10.0,232.93,0
10.0,1,3,16.0,5,1,3.0,4,0,1,1,6,0,12.0,1.0,5.0,3.0,225.96,1
3.0,0,1,9.0,4,0,3.0,5,4,5,2,4,1,23.0,1.0,2.0,1.0,161.46,1
1.0,0,1,7.0,4,0,4.0,2,0,4,2,3,0,12.0,4.0,5.0,8.0,199.46,1
19.0,1,1,27.0,3,1,4.0,5,0,5,1,4,1,19.0,1.0,2.0,8.0,233.51,0
5.0,2,2,15.0,3,0,4.0,2,4,4,2,10,0,19.0,1.0,2.0,3.0,146.09,0
1.0,0,1,9.0,4,1,4.0,4,4,1,0,8,1,14.0,3.0,3.0,3.0,162.22,1
19.0,1,1,32.0,2,1,3.0,4,0,1,0,6,1,19.0,2.0,2.0,3.0,218.8,0
22.0,1,3,14.0,5,1,4.0,4,2,5,1,6,0,12.0,2.0,3.0,3.0,179.86,0
1.0,1,2,16.0,1,0,3.0,4,4,3,0,3,0,16.0,2.0,3.0,3.0,152.42,1
14.0,0,1,15.0,3,1,3.0,5,0,4,1,4,0,12.0,1.0,5.0,9.0,262.57,0
2.0,1,3,12.0,3,1,3.0,4,2,5,2,2,0,19.0,2.0,2.0,3.0,209.63,0
18.0,0,1,12.0,4,1,3.0,5,4,3,2,5,0,15.0,1.0,2.0,4.0,156.62,0
27.0,1,1,9.0,3,1,3.0,2,1,4,2,6,0,13.0,1.0,9.0,9.0,290.98,0
23.0,1,1,12.0,1,1,4.0,4,2,3,0,4,0,15.0,1.0,2.0,3.0,191.51,0
14.0,2,1,9.0,3,1,4.0,4,4,3,1,4,0,15.0,1.0,2.0,3.0,148.45,0
18.0,1,1,27.0,4,1,3.0,4,4,4,2,3,0,14.0,2.0,2.0,4.0,159.2,0
7.0,0,3,14.0,3,1,3.0,4,2,5,0,2,0,15.0,1.0,2.0,4.0,168.73,0
8.0,1,3,10.0,6,1,3.0,5,2,5,2,5,0,19.0,3.0,4.0,11.0,172.59,0
4.0,1,3,23.0,4,1,4.0,4,2,3,0,10,0,16.0,1.0,3.0,3.0,178.01,0
16.0,0,1,16.0,3,0,4.0,4,4,1,2,3,0,14.0,5.0,6.0,9.0,161.73,0
18.0,0,3,7.0,5,0,4.0,4,2,3,0,9,0,13.0,2.0,2.0,1.0,172.68,0
4.0,0,1,14.0,1,1,4.0,4,4,3,1,3,0,14.0,1.0,2.0,1.0,137.74,0
27.0,1,1,7.0,4,1,4.0,2,2,3,0,2,0,23.0,2.0,3.0,9.0,174.0,0
23.0,1,1,14.0,4,1,3.0,4,0,4,1,5,0,15.0,1.0,2.0,3.0,229.66,0
8.0,0,1,22.0,3,1,4.0,4,1,5,1,9,0,15.0,3.0,7.0,10.0,291.97,0
1.0,0,3,7.0,1,1,4.0,4,4,3,0,5,0,16.0,2.0,2.0,3.0,154.09,1
1.0,0,3,20.0,1,0,3.0,4,2,4,2,7,0,12.0,1.0,2.0,1.0,182.65,1
1.0,1,3,31.0,3,0,3.0,5,2,4,2,2,1,23.0,3.0,9.0,11.0,170.99,1
9.0,2,3,14.0,4,1,4.0,4,4,3,0,3,0,14.0,2.0,2.0,1.0,149.04,0
1.0,0,1,16.0,3,1,3.0,4,4,5,2,4,1,12.0,1.0,2.0,1.0,156.72,1
1.0,0,3,20.0,4,0,4.0,4,4,4,0,3,0,14.0,1.0,2.0,1.0,145.33,0
18.0,0,1,9.0,3,1,3.0,4,0,3,2,7,1,19.0,1.0,3.0,3.0,227.09,0
3.0,1,3,26.0,4,1,4.0,5,2,3,1,3,0,15.0,2.0,2.0,3.0,211.2,0
4.0,2,2,7.0,4,1,3.0,4,4,3,1,2,0,22.0,1.0,2.0,4.0,145.64,0
27.0,1,1,11.0,4,1,2.0,4,2,3,0,2,1,17.0,1.0,2.0,3.0,165.35,0
7.0,1,1,11.0,3,0,3.0,5,4,4,0,10,0,12.0,1.0,2.0,3.0,163.38,0
21.0,1,3,21.0,3,0,4.0,4,2,3,0,5,1,18.0,2.0,2.0,3.0,170.91,0
1.0,0,1,9.0,3,1,3.0,5,4,5,2,9,0,12.0,1.0,2.0,1.0,150.61,1
2.0,2,1,7.0,4,1,4.0,5,4,3,1,3,0,15.0,1.0,2.0,1.0,140.63,0
2.0,0,3,14.0,4,1,3.0,4,2,5,2,2,0,15.0,2.0,2.0,4.0,173.98,0
23.0,1,1,10.0,3,0,3.0,5,2,5,0,6,0,23.0,2.0,2.0,3.0,172.89,0
3.0,0,1,9.0,4,0,4.0,4,4,4,0,2,0,14.0,1.0,2.0,3.0,156.8,0
2.0,1,1,32.0,4,1,4.0,5,2,4,0,3,0,15.0,2.0,2.0,8.0,190.49,0
7.0,1,1,15.0,4,1,4.0,4,2,3,2,4,1,18.0,1.0,2.0,1.0,188.88,0
6.0,1,1,17.0,3,1,2.0,4,0,1,2,4,0,23.0,1.0,2.0,1.0,237.44,0
27.0,0,1,18.0,3,0,3.0,4,1,1,1,5,0,21.0,1.0,2.0,11.0,285.32,0
1.0,2,1,7.0,1,1,4.0,5,4,5,2,8,0,14.0,1.0,2.0,8.0,148.62,1
18.0,1,1,32.0,4,1,3.0,4,1,5,0,5,0,14.0,1.0,9.0,11.0,288.28,0
13.0,1,1,13.0,4,0,3.0,4,0,4,2,6,0,19.0,1.0,3.0,3.0,208.76,0
20.0,1,3,10.0,4,0,3.0,4,1,4,0,10,0,13.0,1.0,6.0,2.0,291.06,0
9.0,1,1,23.0,4,0,4.0,5,0,4,2,3,0,20.0,2.0,4.0,3.0,211.06,0
1.0,2,1,27.0,4,1,4.0,4,2,3,2,2,0,15.0,2.0,2.0,3.0,147.72,0
4.0,2,1,16.0,4,1,3.0,4,4,5,2,5,0,15.0,2.0,2.0,1.0,145.18,1
8.0,1,3,7.0,2,1,4.0,5,0,3,0,3,1,15.0,6.0,9.0,7.0,195.83,0
1.0,0,1,10.0,4,0,3.0,4,4,3,2,3,0,13.0,6.0,8.0,8.0,165.84,1
24.0,0,1,29.0,3,1,3.0,5,1,1,2,3,1,14.0,1.0,9.0,10.0,269.11,0
8.0,2,3,14.0,1,1,3.0,4,4,3,1,2,1,23.0,1.0,6.0,8.0,148.08,0
16.0,1,1,9.0,3,1,4.0,5,4,4,1,6,0,15.0,2.0,2.0,1.0,173.41,0
11.0,1,1,20.0,3,1,3.0,4,2,1,1,3,0,18.0,1.0,4.0,8.0,167.85,0
3.0,1,1,15.0,6,0,3.0,5,2,5,1,5,0,14.0,1.0,2.0,3.0,222.15,0
7.0,1,1,32.0,4,1,3.0,5,2,4,2,3,0,14.0,1.0,2.0,3.0,168.2,0
19.0,2,1,32.0,1,1,4.0,4,4,1,1,6,0,21.0,2.0,2.0,4.0,146.32,0
16.0,0,1,9.0,4,1,3.0,4,0,1,1,4,1,15.0,6.0,9.0,3.0,226.24,0
14.0,1,3,16.0,3,1,3.0,4,2,5,1,2,0,13.0,3.0,8.0,2.0,179.73,0
7.0,1,1,32.0,4,1,4.0,4,2,3,1,3,1,13.0,2.0,6.0,8.0,177.07,0
14.0,1,2,13.0,3,1,3.0,4,1,1,2,3,1,22.0,1.0,8.0,8.0,289.37,0
1.0,2,1,28.0,1,1,3.0,5,4,5,1,2,0,15.0,1.0,2.0,1.0,147.96,0
14.0,0,1,15.0,4,1,4.0,4,2,1,1,5,1,19.0,3.0,3.0,3.0,165.69,0
19.0,1,1,7.0,2,1,4.0,4,0,4,1,3,0,13.0,6.0,8.0,8.0,199.41,0
9.0,2,3,7.0,4,0,4.0,5,4,3,1,2,0,23.0,3.0,5.0,3.0,149.3,0
6.0,1,1,12.0,4,0,4.0,5,2,4,1,5,0,13.0,2.0,3.0,6.0,183.78,0
10.0,1,3,9.0,4,1,4.0,4,4,1,2,5,1,22.0,1.0,2.0,3.0,151.44,0
22.0,1,3,23.0,4,0,4.0,4,2,3,1,10,0,15.0,2.0,8.0,8.0,189.39,0
3.0,1,1,16.0,4,1,4.0,2,4,3,1,8,0,19.0,2.0,2.0,1.0,149.51,0
7.0,1,3,15.0,4,1,3.0,4,2,5,1,4,0,14.0,3.0,3.0,3.0,188.92,0
1.0,1,3,7.0,4,1,4.0,5,2,5,1,3,0,12.0,4.0,7.0,3.0,222.14,1
12.0,0,2,17.0,6,1,4.0,4,2,3,1,5,0,12.0,1.0,2.0,3.0,185.77,0
9.0,2,1,7.0,3,1,4.0,5,4,5,2,3,0,20.0,1.0,2.0,3.0,149.5,0
4.0,1,3,32.0,2,1,3.0,4,0,4,1,5,0,13.0,1.0,2.0,3.0,217.5,0
1.0,2,1,9.0,4,0,4.0,4,4,5,1,3,1,13.0,2.0,2.0,1.0,145.74,1
17.0,1,1,9.0,2,0,4.0,5,0,1,1,2,0,17.0,2.0,2.0,3.0,226.69,1
2.0,1,1,9.0,3,1,3.0,4,2,4,1,6,0,12.0,1.0,2.0,5.0,173.55,1
6.0,0,1,7.0,1,1,4.0,4,2,5,1,6,0,15.0,2.0,2.0,3.0,165.87,0
22.0,2,1,22.0,6,0,4.0,4,4,5,1,10,0,13.0,6.0,8.0,7.0,148.67,0
8.0,1,1,14.0,3,1,3.0,4,4,1,2,3,0,14.0,1.0,2.0,1.0,154.72,0
27.0,1,3,32.0,5,1,3.0,5,5,1,1,3,0,15.0,3.0,3.0,11.0,291.97,0
8.0,1,1,7.0,4,1,3.0,4,2,1,1,10,0,18.0,2.0,3.0,2.0,179.84,0
1.0,2,1,10.0,4,0,3.0,4,4,1,1,3,0,22.0,2.0,2.0,1.0,145.61,0
12.0,1,3,21.0,4,1,4.0,4,2,4,1,2,0,12.0,6.0,8.0,3.0,224.24,0
12.0,1,3,23.0,4,0,3.0,4,2,4,2,4,0,13.0,1.0,2.0,3.0,166.98,0
10.0,1,3,7.0,4,0,4.0,4,2,3,2,8,0,14.0,2.0,2.0,1.0,193.15,0
3.0,1,1,10.0,3,1,3.0,4,4,5,2,3,1,19.0,1.0,2.0,6.0,172.23,0
9.0,1,1,17.0,3,0,3.0,4,2,3,2,5,1,17.0,2.0,2.0,5.0,186.42,0
13.0,1,3,13.0,3,1,3.0,2,0,3,1,4,0,12.0,5.0,8.0,7.0,207.37,0
3.0,0,1,9.0,4,1,3.0,4,2,1,1,3,0,20.0,1.0,2.0,3.0,213.53,0
24.0,1,3,6.0,5,1,3.0,4,5,3,1,6,1,15.0,1.0,2.0,1.0,291.97,0
1.0,2,1,17.0,1,1,3.0,2,4,3,1,4,0,17.0,3.0,3.0,3.0,145.73,0
10.0,0,1,13.0,4,1,4.0,2,2,5,1,5,1,14.0,2.0,2.0,3.0,180.62,0
16.0,1,1,16.0,6,1,4.0,5,5,1,2,10,0,15.0,2.0,2.0,2.0,291.97,0
9.0,1,1,32.0,4,1,3.0,2,2,3,1,3,0,18.0,6.0,7.0,9.0,159.07,0
8.0,0,1,17.0,1,1,4.0,5,2,3,1,3,0,15.0,3.0,8.0,8.0,175.63,0
14.0,1,3,21.0,4,0,3.0,4,2,5,1,3,0,16.0,1.0,2.0,3.0,171.39,0
17.0,1,1,32.0,1,1,3.0,2,4,4,1,7,0,13.0,2.0,2.0,3.0,173.76,0
9.0,1,1,14.0,4,1,4.0,5,4,1,1,3,0,19.0,2.0,2.0,2.0,151.9,0
20.0,1,3,7.0,4,1,3.0,2,1,5,2,3,0,15.0,2.0,2.0,11.0,291.97,0
1.0,2,1,31.0,3,1,3.0,4,4,4,1,3,1,18.0,1.0,2.0,1.0,149.08,1
1.0,0,1,32.0,6,0,3.0,5,4,3,1,3,1,15.0,1.0,2.0,4.0,153.14,0
24.0,0,1,27.0,3,1,3.0,4,1,3,1,4,1,16.0,4.0,2.0,11.0,237.45,0
6.0,1,1,12.0,6,0,3.0,2,4,1,1,5,0,18.0,2.0,2.0,3.0,158.12,0
18.0,1,1,14.0,3,0,3.0,4,5,1,1,2,1,15.0,2.0,2.0,11.0,291.97,0
4.0,2,1,14.0,3,1,3.0,5,4,4,1,3,0,13.0,1.0,2.0,2.0,146.41,0
19.0,1,1,12.0,3,0,3.0,5,2,5,2,3,1,15.0,2.0,2.0,5.0,182.69,0
19.0,0,3,32.0,5,1,3.0,5,2,5,1,3,0,16.0,1.0,5.0,6.0,168.85,0
5.0,0,3,9.0,6,1,3.0,4,2,5,2,9,0,14.0,1.0,2.0,4.0,178.32,0
10.0,1,1,19.0,4,0,4.0,4,2,3,1,10,1,13.0,1.0,2.0,2.0,171.63,0
8.0,0,1,17.0,4,1,3.0,2,2,1,1,3,0,14.0,6.0,8.0,3.0,172.24,0
23.0,1,1,32.0,4,0,3.0,4,4,5,1,3,0,15.0,1.0,2.0,5.0,157.11,0
13.0,1,1,17.0,3,1,4.0,4,2,5,1,4,0,14.0,5.0,8.0,8.0,178.77,0
1.0,1,1,26.0,6,1,4.0,5,4,5,1,3,0,12.0,1.0,2.0,8.0,165.66,0
9.0,1,1,25.0,4,1,3.0,2,2,5,1,3,0,12.0,1.0,2.0,11.0,177.08,0
2.0,1,1,32.0,3,0,3.0,5,2,5,1,2,0,22.0,2.0,2.0,1.0,123.02000000000001,0
1.0,1,1,12.0,3,1,4.0,4,4,1,2,3,0,19.0,2.0,3.0,3.0,156.17,0
1.0,0,3,10.0,3,0,4.0,4,4,1,2,3,1,13.0,1.0,2.0,1.0,140.69,1
